운행기록데이터 바디 항목,일일주행거리(KM),누적운행거리(KM),정보발생일시,운행속도(KMH),RPM,브레이크신호,시작GPS(X좌표),시작GPS(Y좌표),GPS방위각,가속도 Vx,가속도 Vy,통신상태코드,운행지역코드
운행기록데이터 바디,8,97704,2025020608352700,0,649,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608352800,0,650,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608352900,0,650,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608353000,0,650,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608353100,0,650,1,126892480,37648056,33,-0.6,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608353200,0,649,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608353300,0,650,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608353400,0,649,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608353500,0,650,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608353600,0,650,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608353700,0,649,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608353800,0,649,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608353900,0,650,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608354000,0,650,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608354100,0,650,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608354200,0,649,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608354300,0,649,1,126892480,37648056,33,0.0,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608354400,0,795,1,126892480,37648056,33,1.8,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608354500,0,869,0,126892480,37648056,33,3.1,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608354600,0,1065,0,126892480,37648056,33,1.8,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608354700,1,843,0,126892480,37648056,33,2.5,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608354800,3,1135,0,126892480,37648056,33,2.5,-2.5,0,4128111200
운행기록데이터 바디,8,97704,2025020608354900,6,1413,0,126892480,37648056,33,1.8,-2.5,0,4128111200
운행기록데이터 바디,8,97704,2025020608355000,10,1129,0,126892480,37648056,33,2.5,-3.1,0,4128111200
운행기록데이터 바디,8,97704,2025020608355100,13,915,0,126892584,37648188,352,3.1,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608355200,16,1060,0,126892576,37648232,348,3.1,-2.5,0,4128111200
운행기록데이터 바디,8,97704,2025020608355300,19,1062,1,126892552,37648312,348,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608355400,21,919,1,126892520,37648412,339,3.1,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608355500,21,757,1,126892488,37648488,341,-3.7,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608355600,19,705,1,126892432,37648544,332,-1.8,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608355700,15,679,1,126892392,37648580,327,-1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608355800,11,661,1,126892376,37648592,327,-0.6,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608355900,8,659,1,126892360,37648604,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608360000,3,656,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608360100,0,652,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608360200,0,650,1,126892360,37648616,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608360300,0,650,1,126892360,37648616,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608360400,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608360500,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608360600,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608360700,0,648,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608360800,0,649,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608360900,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608361000,0,650,1,126892360,37648616,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608361100,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608361200,0,648,1,126892360,37648616,327,0.6,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608361300,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608361400,0,650,1,126892360,37648616,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608361500,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608361600,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608361700,0,648,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608361800,0,649,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608361900,0,649,1,126892360,37648616,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608362000,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608362100,0,650,1,126892360,37648616,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608362200,0,649,1,126892360,37648616,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608362300,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608362400,0,649,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608362500,0,650,1,126892360,37648616,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608362600,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608362700,0,649,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608362800,0,649,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608362900,0,650,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608363000,0,651,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608363100,0,652,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608363200,0,649,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608363300,0,649,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608363400,0,645,1,126892360,37648616,327,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608363500,0,651,1,126892360,37648616,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608363600,0,650,1,126892360,37648616,327,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608363700,0,683,1,126892360,37648616,327,2.5,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608363800,0,901,0,126892360,37648616,327,3.1,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608363900,0,1306,0,126892360,37648616,327,2.5,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608364000,2,1088,0,126892360,37648616,327,4.9,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608364100,4,1257,0,126892360,37648616,327,3.1,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608364200,7,1682,0,126892312,37648692,335,2.5,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608364300,11,1763,0,126892272,37648736,329,2.5,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608364400,17,1224,0,126892232,37648780,327,3.1,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608364500,21,1187,0,126892208,37648844,335,1.2,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608364600,23,1164,1,126892136,37648916,331,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608364700,24,1075,1,126892080,37648992,332,-1.2,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608364800,24,948,1,126892024,37649040,336,-1.8,-0.6,0,4128111100
운행기록데이터 바디,8,97704,2025020608364900,22,756,1,126891984,37649088,336,-2.5,1.2,0,4128111100
운행기록데이터 바디,8,97704,2025020608365000,19,675,0,126891960,37649128,344,2.5,2.5,0,4128111100
운행기록데이터 바디,8,97704,2025020608365100,17,699,0,126891952,37649168,6,2.5,2.5,0,4128111100
운행기록데이터 바디,8,97704,2025020608365200,15,821,0,126891968,37649216,27,1.8,3.1,0,4128111100
운행기록데이터 바디,8,97704,2025020608365300,15,966,0,126892000,37649260,38,2.5,2.5,0,4128111100
운행기록데이터 바디,8,97704,2025020608365400,17,1164,0,126892048,37649304,45,2.5,1.8,0,4128111100
운행기록데이터 바디,8,97704,2025020608365500,20,1396,0,126892120,37649340,56,3.1,-1.2,0,4128111100
운행기록데이터 바디,8,97704,2025020608365600,25,1640,0,126892208,37649380,58,2.5,-1.2,0,4128111100
운행기록데이터 바디,8,97704,2025020608365700,30,1753,0,126892304,37649416,60,2.5,-1.2,0,4128111100
운행기록데이터 바디,8,97704,2025020608365800,35,1239,0,126892416,37649460,61,3.7,-2.5,0,4128111100
운행기록데이터 바디,8,97704,2025020608365900,37,1037,0,126892536,37649500,62,2.5,-1.8,0,4128111100
운행기록데이터 바디,8,97704,2025020608370000,38,1037,1,126892664,37649536,63,1.8,-1.2,0,4128111100
운행기록데이터 바디,8,97704,2025020608370100,39,991,1,126892784,37649568,64,-2.5,-3.1,0,4128111100
운행기록데이터 바디,8,97704,2025020608370200,38,921,1,126892888,37649604,63,-1.2,-1.2,0,4128111100
운행기록데이터 바디,8,97704,2025020608370300,36,854,1,126893000,37649644,65,-2.5,-1.8,0,4128111100
운행기록데이터 바디,8,97704,2025020608370400,34,774,1,126893088,37649672,64,-1.8,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608370500,31,699,1,126893176,37649700,64,-1.8,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608370600,28,677,1,126893248,37649728,65,-1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608370700,25,665,1,126893312,37649748,65,-3.1,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608370800,21,656,1,126893360,37649748,68,-1.8,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608370900,16,652,1,126893384,37649744,66,-1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608371000,12,650,1,126893400,37649736,66,-1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608371100,9,650,1,126893408,37649728,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608371200,4,661,1,126893408,37649720,66,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608371300,1,658,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608371400,0,653,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608371500,0,651,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608371600,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608371700,0,649,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608371800,0,649,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608371900,0,650,1,126893408,37649720,66,0.6,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608372000,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608372100,0,648,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608372200,0,648,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608372300,0,649,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608372400,0,649,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608372500,0,650,1,126893408,37649720,66,0.6,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608372600,0,650,1,126893408,37649720,66,0.6,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608372700,0,648,1,126893408,37649720,66,0.6,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608372800,0,649,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608372900,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608373000,0,651,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608373100,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608373200,0,649,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608373300,0,649,1,126893408,37649720,66,0.6,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608373400,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608373500,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608373600,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608373700,0,648,1,126893408,37649720,66,0.6,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608373800,0,650,1,126893408,37649720,66,0.6,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608373900,0,650,1,126893408,37649720,66,0.6,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608374000,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608374100,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608374200,0,649,1,126893408,37649720,66,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608374300,0,649,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608374400,0,649,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608374500,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608374600,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608374700,0,649,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608374800,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608374900,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608375000,0,650,1,126893408,37649720,66,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608375100,0,652,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608375200,0,649,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608375300,0,645,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608375400,0,652,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608375500,0,651,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608375600,0,652,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608375700,0,650,1,126893408,37649720,66,0.0,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608375800,0,646,1,126893408,37649720,66,1.2,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608375900,0,896,0,126893408,37649720,66,2.5,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608380000,0,986,0,126893408,37649720,66,3.7,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608380100,0,1588,0,126893408,37649720,66,3.7,-0.6,0,4128111200
운행기록데이터 바디,8,97704,2025020608380200,2,1295,0,126893408,37649720,66,3.1,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608380300,4,1501,0,126893408,37649720,66,3.1,0.0,0,4128111200
운행기록데이터 바디,8,97704,2025020608380400,8,1819,0,126893408,37649720,66,3.1,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608380500,14,1292,0,126893552,37649764,59,2.5,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608380600,20,1251,0,126893632,37649800,63,2.5,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608380700,23,1356,0,126893704,37649828,65,2.5,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608380800,26,1545,0,126893792,37649864,64,3.7,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608380900,29,1789,0,126893888,37649900,64,6.1,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608381000,34,1845,0,126894000,37649940,63,-4.9,-2.5,0,4128111200
운행기록데이터 바디,8,97704,2025020608381100,38,1300,0,126894112,37649964,62,2.5,-1.2,0,4128111200
운행기록데이터 바디,8,97704,2025020608381200,40,1089,0,126894232,37649996,62,3.7,-1.8,0,4128111200
운행기록데이터 바디,8,97704,2025020608381300,40,1140,0,126894352,37650052,64,3.1,-1.8,0,4128111100
운행기록데이터 바디,8,97704,2025020608381400,41,1184,0,126894464,37650104,65,3.1,-2.5,0,4128111100
운행기록데이터 바디,9,97704,2025020608381500,43,1156,1,126894584,37650160,65,1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608381600,44,1090,0,126894704,37650204,66,-1.8,-2.5,0,4128111100
운행기록데이터 바디,9,97704,2025020608381700,42,1040,0,126894832,37650248,67,3.7,-2.5,0,4128111100
운행기록데이터 바디,9,97704,2025020608381800,40,981,1,126894944,37650292,66,-1.8,-1.8,0,4128111100
운행기록데이터 바디,9,97704,2025020608381900,38,912,1,126895048,37650332,63,-2.5,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608382000,36,816,1,126895160,37650348,66,-2.5,-1.8,0,4128111100
운행기록데이터 바디,9,97704,2025020608382100,33,698,1,126895248,37650364,70,-1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608382200,30,588,1,126895328,37650376,74,-3.1,3.1,0,4128111100
운행기록데이터 바디,9,97704,2025020608382300,26,605,1,126895392,37650384,78,-2.5,-4.9,0,4128111100
운행기록데이터 바디,9,97704,2025020608382400,22,716,1,126895440,37650384,77,1.2,-3.1,0,4128111100
운행기록데이터 바디,9,97704,2025020608382500,19,681,1,126895488,37650364,68,-1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608382600,16,667,1,126895520,37650364,70,-1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608382700,13,655,1,126895552,37650364,74,-1.2,-1.8,0,4128111100
운행기록데이터 바디,9,97704,2025020608382800,10,652,1,126895576,37650372,82,-2.5,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608382900,8,653,1,126895584,37650368,82,1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608383000,4,650,1,126895592,37650364,82,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608383100,1,652,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608383200,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608383300,0,645,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608383400,0,650,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608383500,0,651,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608383600,0,650,1,126895592,37650364,82,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608383700,0,649,1,126895592,37650364,82,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608383800,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608383900,0,649,1,126895592,37650364,82,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608384000,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608384100,0,649,1,126895592,37650364,82,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608384200,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608384300,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608384400,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608384500,0,651,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608384600,0,649,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608384700,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608384800,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608384900,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608385000,0,651,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608385100,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608385200,0,649,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608385300,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608385400,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608385500,0,650,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608385600,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608385700,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608385800,0,649,1,126895592,37650364,82,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608385900,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608390000,0,650,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608390100,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608390200,0,649,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608390300,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608390400,0,649,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608390500,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608390600,0,649,1,126895592,37650364,82,1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608390700,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608390800,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608390900,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608391000,0,650,1,126895592,37650364,82,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608391100,0,651,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608391200,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608391300,0,650,1,126895592,37650364,82,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608391400,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608391500,0,650,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608391600,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608391700,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608391800,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608391900,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608392000,0,650,1,126895592,37650364,82,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608392100,0,651,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608392200,0,648,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608392300,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608392400,0,650,1,126895592,37650364,82,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608392500,0,649,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608392600,0,650,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608392700,0,646,1,126895592,37650364,82,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608392800,0,853,0,126895592,37650364,82,1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608392900,0,629,0,126895592,37650364,82,1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608393000,0,804,0,126895592,37650364,82,1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608393100,2,1187,0,126895592,37650364,82,1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608393200,3,980,0,126895592,37650364,82,1.8,0.0,0,4128111100
운행기록데이터 바디,9,97704,2025020608393300,5,941,0,126895592,37650364,82,2.5,0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608393400,6,1098,0,126895664,37650412,61,1.8,0.0,0,4128111100
운행기록데이터 바디,9,97704,2025020608393500,9,1208,0,126895696,37650452,64,1.8,0.0,0,4128111100
운행기록데이터 바디,9,97704,2025020608393600,11,1260,0,126895744,37650480,64,1.8,0.0,0,4128111100
운행기록데이터 바디,9,97704,2025020608393700,13,1416,0,126895800,37650496,66,1.8,-1.8,0,4128111100
