운행기록데이터 바디 항목,일일주행거리(KM),누적운행거리(KM),정보발생일시,운행속도(KMH),RPM,브레이크신호,시작GPS(X좌표),시작GPS(Y좌표),GPS방위각,가속도 Vx,가속도 Vy,통신상태코드,운행지역코드
운행기록데이터 바디,9,97704,2025020608393800,14,1549,0,126895848,37650508,67,1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608393900,16,1416,0,126895904,37650524,66,1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608394000,17,974,0,126895968,37650540,71,2.5,-1.8,0,4128111100
운행기록데이터 바디,9,97704,2025020608394100,17,965,0,126896024,37650556,75,-2.5,-2.5,0,4128111100
운행기록데이터 바디,9,97704,2025020608394200,19,983,1,126896080,37650568,73,1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608394300,20,899,1,126896152,37650576,76,-1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608394400,20,765,1,126896208,37650584,79,-1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608394500,18,732,1,126896256,37650584,83,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608394600,15,697,1,126896288,37650584,90,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608394700,12,670,1,126896312,37650580,92,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608394800,9,657,1,126896328,37650576,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608394900,5,656,1,126896328,37650572,92,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608395000,1,654,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608395100,0,651,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608395200,0,648,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608395300,0,649,1,126896328,37650572,92,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608395400,0,650,1,126896328,37650572,92,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608395500,0,650,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608395600,0,650,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608395700,0,648,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608395800,0,649,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608395900,0,650,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608400000,0,650,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608400100,0,650,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608400200,0,649,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608400300,0,649,1,126896328,37650572,92,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608400400,0,650,1,126896328,37650572,92,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608400500,0,650,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608400600,0,649,1,126896328,37650572,92,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608400700,0,649,1,126896328,37650572,92,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608400800,0,649,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608400900,0,650,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608401000,0,651,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608401100,0,650,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608401200,0,649,1,126896328,37650572,92,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608401300,0,649,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608401400,0,650,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608401500,0,650,1,126896328,37650572,92,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608401600,0,651,1,126896328,37650572,92,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608401700,0,780,0,126896328,37650572,92,2.5,0.0,0,4128111100
운행기록데이터 바디,9,97704,2025020608401800,0,1102,0,126896328,37650572,92,3.1,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608401900,1,1530,0,126896328,37650572,92,2.5,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608402000,3,1114,0,126896328,37650572,92,3.1,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608402100,5,1294,0,126896328,37650572,92,3.1,-1.8,0,4128111100
운행기록데이터 바디,9,97704,2025020608402200,8,1539,0,126896328,37650572,92,2.5,-3.1,0,4128111100
운행기록데이터 바디,9,97704,2025020608402300,12,1252,0,126896464,37650616,66,2.5,-3.1,0,4128111100
운행기록데이터 바디,9,97704,2025020608402400,15,895,0,126896512,37650636,55,2.5,-4.9,0,4128111100
운행기록데이터 바디,9,97704,2025020608402500,17,986,0,126896560,37650660,46,1.2,-3.1,0,4128111100
운행기록데이터 바디,9,97704,2025020608402600,19,1022,0,126896592,37650700,33,1.8,-3.7,0,4128111100
운행기록데이터 바디,9,97704,2025020608402700,20,1058,0,126896616,37650752,7,-3.7,-3.7,0,4128111100
운행기록데이터 바디,9,97704,2025020608402800,21,1177,0,126896600,37650808,343,1.8,-2.5,0,4128111100
운행기록데이터 바디,9,97704,2025020608402900,23,1352,0,126896568,37650876,329,2.5,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608403000,25,1530,0,126896520,37650940,331,1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608403100,29,1269,0,126896480,37651016,334,-1.2,-1.8,0,4128111100
운행기록데이터 바디,9,97704,2025020608403200,31,965,0,126896432,37651096,336,1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608403300,33,935,0,126896384,37651176,336,2.5,-1.8,0,4128111100
운행기록데이터 바디,9,97704,2025020608403400,34,935,0,126896336,37651260,334,1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608403500,35,914,0,126896288,37651340,333,1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608403600,35,889,1,126896240,37651424,334,1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608403700,34,849,1,126896192,37651500,335,0.0,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608403800,33,789,1,126896160,37651572,336,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608403900,31,727,1,126896120,37651640,335,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608404000,29,710,1,126896080,37651708,336,-1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608404100,26,683,1,126896048,37651760,336,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608404200,22,663,1,126896024,37651804,333,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608404300,19,654,0,126896000,37651840,334,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608404400,17,655,1,126895984,37651876,333,1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608404500,15,653,1,126895960,37651904,331,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608404600,14,651,1,126895944,37651932,332,-1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608404700,12,648,1,126895928,37651952,330,-0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608404800,9,648,1,126895920,37651964,315,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608404900,7,648,1,126895912,37651968,315,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608405000,6,650,0,126895912,37651968,315,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608405100,4,827,0,126895912,37651968,315,2.5,-0.6,0,4128111100
운행기록데이터 바디,9,97704,2025020608405200,2,764,0,126895912,37651968,315,3.1,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608405300,2,977,0,126895912,37651968,315,3.1,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608405400,4,1339,0,126895912,37651968,315,1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608405500,7,1149,0,126895912,37651968,315,1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608405600,11,790,0,126895832,37652076,332,-1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608405700,14,765,0,126895808,37652120,336,1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97704,2025020608405800,16,774,0,126895792,37652160,346,0.0,-1.8,0,4128111100
운행기록데이터 바디,9,97704,2025020608405900,16,748,1,126895776,37652204,346,-2.5,-1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608410000,16,701,0,126895768,37652236,346,1.2,-2.5,0,4128111100
운행기록데이터 바디,9,97705,2025020608410100,16,691,0,126895760,37652272,343,0.0,-1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608410200,15,675,1,126895744,37652304,334,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608410300,15,646,1,126895728,37652340,333,-1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608410400,13,646,1,126895712,37652368,332,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608410500,11,648,1,126895696,37652380,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608410600,9,649,1,126895688,37652392,326,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608410700,7,647,1,126895688,37652404,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608410800,6,648,1,126895688,37652408,326,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608410900,4,649,1,126895688,37652408,326,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608411000,1,645,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608411100,0,650,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608411200,0,648,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608411300,0,650,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608411400,0,650,1,126895688,37652408,326,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608411500,0,650,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608411600,0,650,1,126895688,37652408,326,-0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608411700,0,649,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608411800,0,649,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608411900,0,650,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608412000,0,650,1,126895688,37652408,326,-0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608412100,0,649,1,126895688,37652408,326,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608412200,0,649,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608412300,0,649,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608412400,0,650,1,126895688,37652408,326,-0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608412500,0,650,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608412600,0,648,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608412700,0,648,1,126895688,37652408,326,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608412800,0,648,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608412900,0,652,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608413000,0,651,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608413100,0,650,1,126895688,37652408,326,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608413200,0,649,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608413300,0,649,1,126895688,37652408,326,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608413400,0,650,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608413500,0,650,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608413600,0,650,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608413700,0,649,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608413800,0,650,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608413900,0,651,1,126895688,37652408,326,0.0,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608414000,0,841,1,126895688,37652408,326,1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608414100,0,1061,0,126895688,37652408,326,2.5,-1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608414200,0,1417,0,126895688,37652408,326,1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608414300,1,1267,0,126895688,37652408,326,3.7,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608414400,4,1407,0,126895688,37652408,326,3.1,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608414500,7,1827,0,126895536,37652484,326,1.8,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608414600,13,1948,0,126895496,37652540,327,2.5,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608414700,18,1808,0,126895464,37652592,328,-1.8,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608414800,21,1640,0,126895424,37652644,333,-1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608414900,20,1513,0,126895400,37652692,337,-1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608415000,19,1479,0,126895408,37652736,339,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608415100,18,1402,0,126895432,37652784,340,0.0,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608415200,17,1236,0,126895432,37652820,340,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608415300,16,964,0,126895424,37652856,342,2.5,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608415400,15,812,0,126895416,37652888,343,2.5,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608415500,15,943,0,126895408,37652924,343,2.5,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608415600,17,921,1,126895400,37652968,344,-1.2,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608415700,19,865,0,126895384,37653016,345,1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608415800,19,930,0,126895376,37653056,347,1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608415900,19,989,0,126895360,37653100,348,1.8,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608420000,19,1125,0,126895352,37653148,348,2.5,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608420100,21,1301,0,126895344,37653204,346,2.5,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608420200,24,1317,0,126895336,37653268,347,-1.2,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608420300,27,1216,0,126895312,37653332,346,1.2,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608420400,27,1134,1,126895296,37653396,345,1.2,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608420500,25,1000,1,126895280,37653452,346,-4.9,1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608420600,23,879,1,126895264,37653512,354,3.7,2.5,0,4128111100
운행기록데이터 바디,9,97705,2025020608420700,21,754,1,126895272,37653564,10,-2.5,1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608420800,18,701,1,126895288,37653604,23,-2.5,0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608420900,15,672,1,126895312,37653628,37,-1.2,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608421000,11,665,0,126895328,37653636,57,0.6,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608421100,8,757,0,126895336,37653636,57,2.5,1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608421200,6,634,0,126895336,37653640,57,2.5,-0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608421300,5,793,0,126895352,37653644,57,2.5,1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608421400,4,1152,0,126895352,37653644,57,1.2,1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608421500,5,997,0,126895352,37653644,57,2.5,1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608421600,5,845,0,126895352,37653644,57,2.5,0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608421700,6,1191,0,126895472,37653632,90,3.1,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608421800,8,1595,0,126895504,37653628,85,2.5,0.6,0,4128111100
운행기록데이터 바디,9,97705,2025020608421900,12,1811,0,126895560,37653628,84,2.5,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608422000,16,1313,0,126895632,37653628,84,3.1,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608422100,20,1180,0,126895696,37653632,86,2.5,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608422200,22,1401,0,126895776,37653636,85,2.5,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608422300,26,1642,0,126895864,37653640,85,2.5,0.0,0,4128111100
운행기록데이터 바디,9,97705,2025020608422400,30,1895,0,126895968,37653644,85,3.7,1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608422500,35,1983,0,126896088,37653652,86,3.7,1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608422600,40,1422,0,126896224,37653660,86,1.8,-1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608422700,43,1221,0,126896360,37653664,86,6.1,-2.5,0,4128111100
운행기록데이터 바디,9,97705,2025020608422800,45,1289,0,126896512,37653672,86,4.9,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608422900,47,1373,0,126896664,37653676,86,-3.1,1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608423000,49,1478,0,126896824,37653688,86,4.9,-1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608423100,53,1502,0,126896992,37653692,86,1.8,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608423200,56,1140,0,126897168,37653700,87,-3.1,4.9,0,4128111100
운행기록데이터 바디,9,97705,2025020608423300,59,1121,0,126897360,37653708,86,-1.2,-1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608423400,60,1167,0,126897544,37653712,87,1.8,-1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608423500,61,1206,0,126897728,37653716,88,3.1,-1.8,0,4128111100
운행기록데이터 바디,9,97705,2025020608423600,63,1246,0,126897912,37653716,89,3.1,-1.2,0,4128111100
운행기록데이터 바디,9,97705,2025020608423700,65,1279,0,126898088,37653720,89,2.5,-1.8,0,4128110900
운행기록데이터 바디,9,97705,2025020608423800,67,1308,0,126898272,37653720,89,-3.1,-1.2,0,4128110900
운행기록데이터 바디,9,97705,2025020608423900,69,1317,0,126898600,37653776,86,1.8,-2.5,0,4128110900
운행기록데이터 바디,9,97705,2025020608424000,70,1285,0,126898832,37653780,88,-3.7,-1.8,0,4128110900
운행기록데이터 바디,9,97705,2025020608424100,69,1218,0,126899064,37653784,89,-2.5,-1.2,0,4128110900
운행기록데이터 바디,9,97705,2025020608424200,67,1350,0,126899264,37653784,89,2.5,-1.2,0,4128110900
운행기록데이터 바디,9,97705,2025020608424300,64,1632,0,126899464,37653780,89,2.5,-1.2,0,4128110900
운행기록데이터 바디,9,97705,2025020608424400,62,1606,0,126899656,37653776,91,-3.1,-1.2,0,4128110900
운행기록데이터 바디,9,97705,2025020608424500,61,1561,0,126899840,37653768,91,-1.8,-1.2,0,4128110900
운행기록데이터 바디,9,97705,2025020608424600,60,1558,0,126900024,37653760,92,-2.5,-1.8,0,4128110900
운행기록데이터 바디,9,97705,2025020608424700,59,1542,0,126900200,37653752,92,2.5,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608424800,58,1535,0,126900384,37653748,92,3.1,-3.1,0,4128110900
운행기록데이터 바디,10,97705,2025020608424900,58,1517,0,126900560,37653740,93,-2.5,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608425000,57,1518,0,126900736,37653728,94,3.1,-0.6,0,4128110900
운행기록데이터 바디,10,97705,2025020608425100,57,1514,0,126900912,37653712,94,-1.8,-1.2,0,4128110900
운행기록데이터 바디,10,97705,2025020608425200,57,1525,0,126901080,37653696,96,1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608425300,57,1277,0,126901256,37653676,97,2.5,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608425400,57,1067,0,126901432,37653660,97,3.1,-2.5,0,4128110900
운행기록데이터 바디,10,97705,2025020608425500,56,1056,0,126901600,37653644,96,-3.7,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608425600,56,1059,0,126901776,37653620,97,3.1,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608425700,56,1069,0,126901952,37653608,97,3.1,-3.1,0,4128110900
운행기록데이터 바디,10,97705,2025020608425800,56,1091,0,126902128,37653580,97,1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608425900,57,1123,0,126902312,37653556,98,3.1,-2.5,0,4128110900
운행기록데이터 바디,10,97705,2025020608430000,59,1143,0,126902496,37653532,98,2.5,1.2,0,4128110900
운행기록데이터 바디,10,97705,2025020608430100,60,1145,0,126902688,37653512,99,-1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608430200,61,1143,0,126902880,37653484,99,-3.1,-2.5,0,4128110900
운행기록데이터 바디,10,97705,2025020608430300,61,1146,0,126903072,37653456,99,2.5,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608430400,61,1173,0,126903256,37653432,100,3.1,1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608430500,62,1206,0,126903448,37653408,100,3.7,-2.5,0,4128110900
운행기록데이터 바디,10,97705,2025020608430600,63,1247,0,126903648,37653376,101,3.1,-2.5,0,4128110900
운행기록데이터 바디,10,97705,2025020608430700,65,1268,0,126903848,37653344,102,1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608430800,67,1252,0,126904056,37653308,102,-1.8,-2.5,0,4128110900
운행기록데이터 바디,10,97705,2025020608430900,67,1240,0,126904256,37653272,103,2.5,-1.8,0,4128110900
운행기록데이터 바디,10,97705,2025020608431000,66,1241,0,126904456,37653232,104,2.5,-1.2,0,4128110900
운행기록데이터 바디,10,97705,2025020608431100,66,1243,0,126904656,37653196,104,2.5,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608431200,66,1226,0,126904856,37653148,104,-2.5,-3.7,0,4128110900
운행기록데이터 바디,10,97706,2025020608431300,66,1201,0,126905056,37653104,105,-2.5,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608431400,65,1098,0,126905240,37653060,105,-1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608431500,63,1256,0,126905432,37653016,106,-2.5,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608431600,62,1557,0,126905616,37652972,106,-2.5,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608431700,60,1508,0,126905792,37652936,106,2.5,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608431800,58,1463,0,126905960,37652896,107,-2.5,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608431900,56,1418,0,126906120,37652856,108,3.1,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608432000,54,1374,0,126906272,37652816,108,0.0,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608432100,53,1332,0,126906424,37652776,108,-1.2,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608432200,51,1288,1,126906576,37652736,108,1.2,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608432300,49,1227,1,126906712,37652700,109,-2.5,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608432400,48,1117,1,126906856,37652660,108,-1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608432500,45,974,1,126906976,37652628,107,-2.5,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608432600,40,826,1,126907088,37652604,107,-1.8,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608432700,35,679,1,126907192,37652580,107,-3.1,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608432800,30,649,1,126907256,37652564,109,-1.8,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608432900,25,680,1,126907320,37652548,112,-1.8,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608433000,20,669,1,126907360,37652540,114,-1.2,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608433100,16,660,1,126907384,37652528,115,-1.2,-0.6,0,4128110900
운행기록데이터 바디,10,97706,2025020608433200,13,653,1,126907400,37652524,116,-1.2,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608433300,10,696,0,126907424,37652516,103,1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608433400,9,886,0,126907440,37652520,93,1.8,-3.1,0,4128110900
운행기록데이터 바디,10,97706,2025020608433500,8,949,0,126907456,37652528,57,1.2,-3.1,0,4128110900
운행기록데이터 바디,10,97706,2025020608433600,8,979,1,126907480,37652548,32,-1.8,-3.1,0,4128110900
운행기록데이터 바디,10,97706,2025020608433700,9,879,1,126907488,37652580,2,-2.5,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608433800,10,806,0,126907464,37652612,331,-1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608433900,10,769,0,126907432,37652636,310,-1.8,-2.5,0,4128110900
운행기록데이터 바디,10,97706,2025020608434000,10,696,0,126907400,37652652,294,-1.8,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608434100,9,778,0,126907360,37652664,283,2.5,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608434200,8,935,0,126907336,37652668,280,1.2,-1.8,0,4128110900
운행기록데이터 바디,10,97706,2025020608434300,9,864,1,126907296,37652672,281,-1.2,0.0,0,4128110900
운행기록데이터 바디,10,97706,2025020608434400,10,767,1,126907264,37652684,281,0.0,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608434500,9,697,1,126907232,37652692,288,-1.2,-1.2,0,4128110900
운행기록데이터 바디,10,97706,2025020608434600,8,665,1,126907208,37652700,284,-0.6,-0.6,0,4128110900
